idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
47,"Your digital insurance card and helper when something happens – call AXA in case of an emergency, transmit your GPS location, and get help via the 24-hour hotline. The app also allows to access all contracts, documents, personal advisors, as well as notification of damage to vehicles, travel, personal liability, legal protection, or health.Access to contracts and documents is optimized for private individuals – it can be used by private customers or insured persons in a pension fund...",and you will never forget your myAXA password again. Simply and securely stay logged in!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
48,SM Player is a .mp3 music player for listeners who just want to play their songs without all the extraneous features.,"It sticks to the basics, allowing users to get straight to creating playlists and playing music.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
49,The Pame App allows bus passengers to plan their journeys when using Cyprus Public Transport. The app gives passengers real time information on buses and their arrival at each bus stop.,"Passengers can also browse an interactive bus map, access route information, route maps and other information. Passengers can also top up their Motion Travel Card.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
50,"You can get the real-time location of the target device. This will help you check the whereabouts of your kids, spouse, friends, and family remotely.If you use a share location app,",then you can also track your lost or stolen device.You can also obtain the location history of the device to know the past routes and whereabouts of someone.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
51,"Connecting visitors with the rich cultural and geological history of one of New Zealand’s most beautiful and diverse landscapes.Uncover the history behind Waimangu Volcanic Valley through augmented reality. Rediscover the 8th wonder of the world, the Pink and White Terraces and bring the Waimangu Geyser, the world’s largest geyser back to life.Plan your trip with valley map, points of interest and bus and boat schedules.","“My Journey” feature allows you to take and save photos, make notes, and share your experience on social media.Includes geo-tagged location information and features on the self-guided walk/hike and the Lake Rotomahana boat cruise.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
52,"BN Browser Search is the world’s most complete, independent, private search engine. It doesn’t track you, your searches, or clicks. ✔ Quiet BrowserBN browser won’t push news and other things to you. No bother to your android devices.✔ Mini BrowserBN browser use much less memory usage on your android devices. Keep your android devices as fast as new.✔ Lite BrowserBN browser is designed for Minimalism. Best choice for geek user and who enjoy lite products. Because of which your storage never increases and does not hang the phone.✔ StorageThe data browsed in the browser is not stored inside us.",✔ Customized BrowserYou can easily customize BN browser. This is your own web browser. Best android browser for you to design your own homepage. The browser does not store any of your data inside itself.✔ Fastest BrowserBN browser is smooth for most android device. And we optimized a lot for fast browse. BN Browser is only fastest and easily used browser.✔ History & BookmarksThere is no history of any kind or the function of adding no bookmarks has been put in it.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0125,0.0125,0.0
53,"Which princess are you? easy quiz is a fun and simple game where you have to answer a few simple questions and you will be able to find out what princess are you, there are more than 28 quiz about different topics.Features:- Match your result with friends and family.- Easy and fun quizzes.- All quizzes are free.- Fast and different result.- We add more quizzes regularly.- Multiple quizzes.The cool thing about this game test is that you don't have to enter your name or your birth, it's just you have to answer ten simple questions about your personality and you will find out your result.Take the quiz test and find out which princess are you.Note that this personality test is only for entertainment purposes and we don't collect any information about you.If you have enjoyed this quiz about which princess are you?","easy quiz then please rate it 5 stars and share it, don't forget to write your review to motivate us to do more quizzes like this in the future.If you have any questions or suggestions please contact us at smartereverywhere11@gmail.com.We listen to every opinion.Thank your for downloading this quiz and have fun by playing it",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
54,Nonograms (or Picross or Logic Sketch) is favourite Japanese logic game where the player has to fill (or left blank) cells in the grid according to the legends,at the sides of the grid to reveal the hidden picture.- Monochrome and colored puzzles.- Randomly generated puzzles.- Over 800 puzzles.- Achievements.- Editor,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
55,"Download TaskEasy for Contractors, the app created for the landscaping and lawn mowing professionals to grow the business and simplify life of the small local business owners.Being a TaskEasy Contractor is an easy way to bring more customers and get lawn care jobs without any additional costs.2 MILLION LAWNS MOWED IN 50 STATES AND COUNTINGWe work with businesses, real estate portfolio owners, homeowners, and renters all across the country.ONE EASY APPAccept new lawn care jobs in your area, get paid, manage your crew, view routes and work schedules, all in one easy and intuitive app.HOW IT WORKS:1.",ApplyFill out our application at www.taskeasy.com/contractors and give us some basic info about your business.2. Get OffersWe'll contact you when there are new properties that need service in your area.3. Get JobsBuild and expand routes with TaskEasy properties.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
56,Choose the best moment of your video and save it with MP4 Cutter.Do you like to record video with your android phone? Now you can choose only the best part of your video and cut it.,It will save more storage space and you can remove all the bad moment in the video.From the creator of MP3 Cutter.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
57,This is an app exclusive for RCC Magnum Members.This is the Official app for RCC Magnum members to connect with each other.Features :-1. Contacts:Contact details of all the members of the RCC Magnum.2. Directors:Get to know the committee members for the current term.3. Events / RSVP:Stay informed about the the latest events within the community.4.,Birthdays & Anniversaries:Never miss auspicious occasions like this with our daily reminders of birthdays and anniversaries.5. Albums:Cherish the past memories from the various events with this feature.Disclaimer:This app is only meant for RCC Magnum members.,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
